Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Hasar Flow/5 AccessToken,,,,25-03-2024 18:22:49,25-03-2024 18:22:50,0.190s,PASSED
try,,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.034s,PASSED
,,,,,,,
Test Cases/Hasar Flow/6 auth_token_Admin - Copy,,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.234s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.001s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_hasar]))",,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.215s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.000s,PASSED
print(responseBody),,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.001s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.000s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.000s,PASSED
token = accessToken,,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.001s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 18:22:50,25-03-2024 18:22:50,0.001s,PASSED
