Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
token = accessToken,,,,25-03-2024 15:42:24,25-03-2024 15:42:24,0.003s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 15:42:24,25-03-2024 15:42:24,0.002s,PASSED
,,,,,,,
Test Cases/Hasar Flow/5 AccessToken,,,,25-03-2024 15:42:24,25-03-2024 15:42:25,0.978s,PASSED
try,,,,25-03-2024 15:42:24,25-03-2024 15:42:25,0.776s,PASSED
,,,,,,,
Test Cases/Hasar Flow/6 auth_token_Admin - Copy,,,,25-03-2024 15:42:25,25-03-2024 15:42:26,0.925s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 15:42:25,25-03-2024 15:42:25,0.000s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_hasar]))",,,,25-03-2024 15:42:25,25-03-2024 15:42:26,0.899s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 15:42:26,25-03-2024 15:42:26,0.001s,PASSED
print(responseBody),,,,25-03-2024 15:42:26,25-03-2024 15:42:26,0.001s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 15:42:26,25-03-2024 15:42:26,0.001s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 15:42:26,25-03-2024 15:42:26,0.000s,PASSED
token = accessToken,,,,25-03-2024 15:42:26,25-03-2024 15:42:26,0.000s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 15:42:26,25-03-2024 15:42:26,0.001s,PASSED
